Object ID,Name,:collectionID,:format_width,:format_height,:quality,:legend,:description (pl),:description (de),:description (en),:references,:belongsTo,:belongsTo - Object ID,crm:P108i_was_produced_by,:classification,:hasDigitalRepresentation
22478155,MG 70 Neuer Basar in Almar,:EWA76_MG70,168 mm,122 mm,"sehr gut, starker Kontrast","Basar in Almar, 76","W nowocześniejszej części bazaru Almar sklepy i warsztaty znajdują się na parterze i można je odgrodzić od ulicy. Towar jest często umieszczany przed sklepem, jak w przypadku tego garncarza i sprzedawcy oleju napędowego obok. Na ulicy mężczyzna niesie dwa wiadra przykryte. Prawdopodobnie zawierają mast (jogurt) lub serek śmietankowy (panir-e kham).","Im moderneren Teil des Basars von Almar sind die Läden und Werkstätten ebenerdig und können zur Strasse abgeschlossen werden. Die Waren werden häufig, wie bei diesem Töpfer und dem danebenliegenden Dieselöl-Händler, vor dem Laden aufgestellt. Auf der Strasse trägt ein Mann zwei mit Tüchern zugedeckte Eimer. Sie enthalten vermutlich mast (Yoghurt) oder Frischkäse (panir-e kham).","In the more modern part of the Almar bazaar, the shops and workshops are at ground level and can be closed off from the street. The goods are often placed in front of the shop, as in the case of this potter and the diesel oil merchant next door. On the street, a man carries two buckets covered with cloths. They probably contain mast (yoghurt) or cottage cheese (panir-e kham).","Balland, D. (1991): Cheese. In: Encyclopædia Iranica, V(4), pp. 391–393.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG70.png""^^xsd:anyURI"
22478155,MG 70 Neuer Basar in Almar,:EWA76_MG70,168 mm,122 mm,"sehr gut, starker Kontrast","Basar in Almar, 76","W nowocześniejszej części bazaru Almar sklepy i warsztaty znajdują się na parterze i można je odgrodzić od ulicy. Towar jest często umieszczany przed sklepem, jak w przypadku tego garncarza i sprzedawcy oleju napędowego obok. Na ulicy mężczyzna niesie dwa wiadra przykryte. Prawdopodobnie zawierają mast (jogurt) lub serek śmietankowy (panir-e kham).","Im moderneren Teil des Basars von Almar sind die Läden und Werkstätten ebenerdig und können zur Strasse abgeschlossen werden. Die Waren werden häufig, wie bei diesem Töpfer und dem danebenliegenden Dieselöl-Händler, vor dem Laden aufgestellt. Auf der Strasse trägt ein Mann zwei mit Tüchern zugedeckte Eimer. Sie enthalten vermutlich mast (Yoghurt) oder Frischkäse (panir-e kham).","In the more modern part of the Almar bazaar, the shops and workshops are at ground level and can be closed off from the street. The goods are often placed in front of the shop, as in the case of this potter and the diesel oil merchant next door. On the street, a man carries two buckets covered with cloths. They probably contain mast (yoghurt) or cottage cheese (panir-e kham).","Balland, D. (1985): Fromages traditionnels et fromages industriels d’Afghanistan. In: P. Brunet (ed.), Histoire et géographie des fromages, Publications du Centre de recherches sur l’évolution de la vie rurale 11, Caen, pp. 259–268.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG70.png""^^xsd:anyURI"
22478155,MG 70 Neuer Basar in Almar,:EWA76_MG70,168 mm,122 mm,"sehr gut, starker Kontrast","Basar in Almar, 76","W nowocześniejszej części bazaru Almar sklepy i warsztaty znajdują się na parterze i można je odgrodzić od ulicy. Towar jest często umieszczany przed sklepem, jak w przypadku tego garncarza i sprzedawcy oleju napędowego obok. Na ulicy mężczyzna niesie dwa wiadra przykryte. Prawdopodobnie zawierają mast (jogurt) lub serek śmietankowy (panir-e kham).","Im moderneren Teil des Basars von Almar sind die Läden und Werkstätten ebenerdig und können zur Strasse abgeschlossen werden. Die Waren werden häufig, wie bei diesem Töpfer und dem danebenliegenden Dieselöl-Händler, vor dem Laden aufgestellt. Auf der Strasse trägt ein Mann zwei mit Tüchern zugedeckte Eimer. Sie enthalten vermutlich mast (Yoghurt) oder Frischkäse (panir-e kham).","In the more modern part of the Almar bazaar, the shops and workshops are at ground level and can be closed off from the street. The goods are often placed in front of the shop, as in the case of this potter and the diesel oil merchant next door. On the street, a man carries two buckets covered with cloths. They probably contain mast (yoghurt) or cottage cheese (panir-e kham).","Balland, D. (1985): Fromages traditionnels et fromages industriels d’Afghanistan. In: Production pastorale et société 17, pp. 13–25.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG70.png""^^xsd:anyURI"
22478157,MG 71 Markttag in Almar,:EWA76_MG71,173 mm,118 mm,sehr gut,Almar,"Nowy bazar został zbudowany wokół ronda w centrum alaqadari (stolicy dystryktu) Almar. Handlarze/rzemieślnicy, którzy oferują swoje towary pod zaimprowizowanymi parasolami na poboczu drogi, przyjeżdżają do miasta z okolic tylko w dni targowe.","Der neue Basar wurde um den Verkehrs-Kreisel im Zentrum der alaqadari (Distrikthauptort) Almar angelegt. Die Händler/Handwerker, die am Strassenrand ihre Ware unter improvisierten Sonnenschirmen anbieten, kommen nur an den Markttagen aus der Umgebung in die Stadt.",The new bazaar was built around the roundabout in the center of the alaqadari (district capital) Almar. The traders/craftsmen who offer their goods under improvised parasols on the roadside only come to the city from the surrounding area on market days.,"Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Seite 152, Foto30: ist am selben Ort aufgenommen: “Stragany na bazarze w Almar. Fot. M. Gawęcki.” [Stände auf dem Basar in Almar].",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG71.png""^^xsd:anyURI"
22478161,MG73 Moderner Basar am Kreisel,:EWA76_MG73,173 mm,118 mm,"sehr gut, starker Kontrast",Heqdera [Haydariha?] in Almar,"Na poboczu drogi na nowoczesnym bazarze zbudowanym wokół centralnego ronda rzemieślnik siedzi przed małym kowadłem wbitym w ziemię, obok którego leżą widły i afgańska kłódka. Obok znajduje się dzbanek ozdobiony roundelami. Między jego stopami leżą w kurzu grube narzędzia. Wygląda na to, że pracuje nad czymś dla swojego klienta siedzącego obok.","Am Strassenrand im modernen Basar, der um den zentralen Verkehrs-Kreisel erstellt wurde, sitzt ein Handwerker vor einem in die Erde gerammten kleinen Amboss, neben dem eine Heugabel und ein afghanisches Vorhängeschloss liegen. Daneben steht eine mit Rondellen verzierte Kanne. Zwischen seinen Füssen liegen grobe Werkzeuge im Staub. Er scheint für seinen neben ihm sitzenden Kunden etwas zu bearbeiten.","On the side of the road in the modern bazaar built around the central roundabout, a craftsman sits in front of a small anvil rammed into the earth, next to which lie a pitchfork and an Afghan padlock. Next to it is a jug decorated with roundels. Between his feet lie coarse tools in the dust. He seems to be working on something for his client sitting next to him.","Pstrusińska, J. (2004): O tajnych językach Afganistanu i ich użytkownikach, Kraków, pp. 71–79: The author discusses the secret language of this ethno-occupational group.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG73.png""^^xsd:anyURI"
22478161,MG73 Moderner Basar am Kreisel,:EWA76_MG73,173 mm,118 mm,"sehr gut, starker Kontrast",Heqdera [Haydariha?] in Almar,"Na poboczu drogi na nowoczesnym bazarze zbudowanym wokół centralnego ronda rzemieślnik siedzi przed małym kowadłem wbitym w ziemię, obok którego leżą widły i afgańska kłódka. Obok znajduje się dzbanek ozdobiony roundelami. Między jego stopami leżą w kurzu grube narzędzia. Wygląda na to, że pracuje nad czymś dla swojego klienta siedzącego obok.","Am Strassenrand im modernen Basar, der um den zentralen Verkehrs-Kreisel erstellt wurde, sitzt ein Handwerker vor einem in die Erde gerammten kleinen Amboss, neben dem eine Heugabel und ein afghanisches Vorhängeschloss liegen. Daneben steht eine mit Rondellen verzierte Kanne. Zwischen seinen Füssen liegen grobe Werkzeuge im Staub. Er scheint für seinen neben ihm sitzenden Kunden etwas zu bearbeiten.","On the side of the road in the modern bazaar built around the central roundabout, a craftsman sits in front of a small anvil rammed into the earth, next to which lie a pitchfork and an Afghan padlock. Next to it is a jug decorated with roundels. Between his feet lie coarse tools in the dust. He seems to be working on something for his client sitting next to him.","Jasiewicz, Z. (1983): Haydarihā – endogamiczna społeczność kowali północnego Afganistanu w procesie przemian / Haydarihā – an Endogamous Community of Blacksmiths in Northern Afghanistan in the Process of Transformation. In: Z. Jasiewicz (red.), Kultura i życie społeczne Azji Środkowej: Z polskich badań dawnych i współczesnych / Culture and Social Life of Central Asia: From Polish Studies, Past and Present, Poznań, pp. 73–82: An English version of this article was published in 1978.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG73.png""^^xsd:anyURI"
22478161,MG73 Moderner Basar am Kreisel,:EWA76_MG73,173 mm,118 mm,"sehr gut, starker Kontrast",Heqdera [Haydariha?] in Almar,"Na poboczu drogi na nowoczesnym bazarze zbudowanym wokół centralnego ronda rzemieślnik siedzi przed małym kowadłem wbitym w ziemię, obok którego leżą widły i afgańska kłódka. Obok znajduje się dzbanek ozdobiony roundelami. Między jego stopami leżą w kurzu grube narzędzia. Wygląda na to, że pracuje nad czymś dla swojego klienta siedzącego obok.","Am Strassenrand im modernen Basar, der um den zentralen Verkehrs-Kreisel erstellt wurde, sitzt ein Handwerker vor einem in die Erde gerammten kleinen Amboss, neben dem eine Heugabel und ein afghanisches Vorhängeschloss liegen. Daneben steht eine mit Rondellen verzierte Kanne. Zwischen seinen Füssen liegen grobe Werkzeuge im Staub. Er scheint für seinen neben ihm sitzenden Kunden etwas zu bearbeiten.","On the side of the road in the modern bazaar built around the central roundabout, a craftsman sits in front of a small anvil rammed into the earth, next to which lie a pitchfork and an Afghan padlock. Next to it is a jug decorated with roundels. Between his feet lie coarse tools in the dust. He seems to be working on something for his client sitting next to him.","Jasiewicz, Z. (1978): The Haydarihā: An Afghanistan Community of Blacksmiths: An Attempt to Change the ethnic Situation and Social Position. In: J. Burszta (red.), Poland at the 10th International Congress of Anthropological and Ethnological Sciences, Wrocław, pp. 35–42.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG73.png""^^xsd:anyURI"
22478159,MG 72 Markttag in Almar,:EWA76_MG72,173 mm,118 mm,sehr gut,Almar,"To zdjęcie zostało zrobione zaledwie kilka kroków od MG 71. Na pierwszym planie dominują czarne wiadra na wodę, które zostały wykonane z uszkodzonych węży kół ciężarówek. Dzbanki na wodę, sita do mąki, wyroby linowe i wiele innych oferują tu handlarze, którzy są obecni tylko w dzień targowy i nie mają własnego sklepu.","Dieses Bild ist nur wenige Schritte entfernt von MG 71 aufgenommen worden. Im Vordergrund dominieren die schwarzen Wassereimer, die aus defekten Schläuchen von Lastwagenrädern hergestellt worden sind. Wasserkannen, Mehlsiebe, Seilerwaren und vieles mehr wird hier von Händlern angeboten, die nur am Markttag anwesend sind und keinen eigenen Laden besitzen.","This picture was taken just a few steps away from MG 71. In the foreground, the black water buckets, which have been made from defective hoses of truck wheels, dominate. Water jugs, flour sieves, rope goods and much more are offered here by traders who are only present on market day and do not have their own shop.","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Seite 152, Foto30: diese Aufnahme: “Stragany na bazarze w Almar. Fot. M. Gawęcki.” [Stände auf dem Basar in Almar].",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG72.png""^^xsd:anyURI"
22478163,MG 74 Markttag in Almar,:EWA76_MG74,175 mm,120 mm,"sehr gut, leicht unscharf, dunkel, verblasst",Basar in Almar,"Kolejne ujęcie z dnia targowego w Almar. W zależności od znaczenia miejscowości, w tygodniu odbywa się jeden lub dwa dni targowe. W sąsiednich miastach dni targowe odbywają się w różne dni tygodnia. Dzięki temu sprzedawcy mogą oferować swoje towary w różnych lokalizacjach. W centrum nagrania znajdują się dwa łóżka (charpoi = czworonożne). Za nim widać częściowo zakryty kanał, który biegnie między ulicą a deptakiem przed sklepami.","Eine weitere Aufnahme vom Markttag in Almar. Je nach Bedeutung einer Ortschaft finden ein oder zwei Markttage/Woche statt. Benachbarte Orte halten ihre Markttage an unterschiedlichen Wochentagen ab. Dadurch können Händler ihre Waren an verschiedenen Orten anbieten. Im Zentrum der Aufnahme stehen zwei Bettstellen (charpoi = Vierfuss). Dahinter ist ein teilweise überdeckter Abwasserkanal zu erkennen, der zwischen der Strasse und dem Fussgängerbereich vor den Läden verläuft.","are one or two market days per week. Neighbouring towns hold their market days on different days of the week. This allows merchants to offer their goods in different locations. In the centre of the photograph are two bedsteads (charpoi = four-foot). Behind it, a partially covered sewer can be seen, which runs between the street and the pedestrian area in front of the shops.",,:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG74.png""^^xsd:anyURI"
22522548,MG77_1	Ein Wasserträger,:EWA76_MG77-1,,,sehr gut,"Hazara Wasserträger, Almar.","Na środku jezdni jednej z dróg dojazdowych do ronda w centrum miasta Almar stoi dwóch mężczyzn. Z przodu widać nosiciela wody (saqqao), który należy do grupy etnicznej Hazarów. Jeśli nie ma publicznego zaopatrzenia w wodę, za opłatą przynosi wodę ze źródła, studni lub zbiornika do domów. Wokół bioder znajduje się typowa poduszka saqqao, na której spoczywa wilgotny, wypełniony worek na wodę, wykonany z miecha kozy. Tutaj jednak niesie na ramieniu nieszkliwiony gliniany dzban z wodą schłodzoną przez parowanie, z której sprzedaje przechodniom wodę pitną. Jego filcowe getry, które nosi na butach, są dziwne. Obok niego stoi spragniony klient, prawdopodobnie Pasztun. Jego płaszcz i opadający turban sugerują, że właśnie przyjechał do Almar autobusem lub samochodem.","Mitten auf der Fahrbahn einer der Zufahrtsstrassen zum Verkehrskreisel im Zentrum der Stadt Almar stehen zwei Männer. Frontal zu sehen ist ein Wasserträger (saqqao), der zur Ethnie der Hazara gehört. Wenn es keine öffentliche Wasserversorgung gibt, bringt er gegen Bezahlung Wasser von der Quelle, einem Brunnen oder Reservoir in die Häuser. Um die Hüften liegt das typische Polster des saqqao, auf dem der feuchte, gefüllte Wassersack lastet, der aus einem Ziegenbalg gefertigt wird. Hier trägt er jedoch einen unglasierten Tonkrug mit durch Verdun-stung gekühltem Wasser auf der Schulter, aus dem er Trinkwasser an Passanten verkauft. Eigenartig sind seine Gamaschen aus Filz, die er über den Schuhen trägt. Neben ihm steht ein durstiger Kunde, vermutlich ein Paschtune. Sein Staub-Mantel und das herabhängende Turban-Ende lassen vermuten, dass er gerade mit dem Bus oder einem Auto in Almar eingetroffen ist.","In the middle of the roadway of one of the access roads to the roundabout in the center of the city of Almar, two men are standing. Seen from the front is a water carrier (saqqao), who belongs to the Hazara ethnic group. If there is no public water supply, he brings water from the spring, a well or reservoir to the houses for a fee. Around the hips lies the typical cushion of the saqqao, on which the moist, filled water bag, which is made from a goat's bellows, rests. Here, however, he carries an unglazed clay jug with water cooled by evaporation on his shoulder, from which he sells drinking water to passers-by. His felt gaiters, which he wears over his shoes, are strange. Next to him is a thirsty customer, presumably a Pashtun. His dust coat and drooping turban end suggest that he has just arrived in Almar by bus or car.","Leix, A. (1942): Trachten der Nomaden Turkestans. In: CIBA-Rundschau 54, pp. 1986–2001.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG77-1.png""^^xsd:anyURI"
22522548,MG77_1	Ein Wasserträger,:EWA76_MG77-1,,,sehr gut,"Hazara Wasserträger, Almar.","Na środku jezdni jednej z dróg dojazdowych do ronda w centrum miasta Almar stoi dwóch mężczyzn. Z przodu widać nosiciela wody (saqqao), który należy do grupy etnicznej Hazarów. Jeśli nie ma publicznego zaopatrzenia w wodę, za opłatą przynosi wodę ze źródła, studni lub zbiornika do domów. Wokół bioder znajduje się typowa poduszka saqqao, na której spoczywa wilgotny, wypełniony worek na wodę, wykonany z miecha kozy. Tutaj jednak niesie na ramieniu nieszkliwiony gliniany dzban z wodą schłodzoną przez parowanie, z której sprzedaje przechodniom wodę pitną. Jego filcowe getry, które nosi na butach, są dziwne. Obok niego stoi spragniony klient, prawdopodobnie Pasztun. Jego płaszcz i opadający turban sugerują, że właśnie przyjechał do Almar autobusem lub samochodem.","Mitten auf der Fahrbahn einer der Zufahrtsstrassen zum Verkehrskreisel im Zentrum der Stadt Almar stehen zwei Männer. Frontal zu sehen ist ein Wasserträger (saqqao), der zur Ethnie der Hazara gehört. Wenn es keine öffentliche Wasserversorgung gibt, bringt er gegen Bezahlung Wasser von der Quelle, einem Brunnen oder Reservoir in die Häuser. Um die Hüften liegt das typische Polster des saqqao, auf dem der feuchte, gefüllte Wassersack lastet, der aus einem Ziegenbalg gefertigt wird. Hier trägt er jedoch einen unglasierten Tonkrug mit durch Verdun-stung gekühltem Wasser auf der Schulter, aus dem er Trinkwasser an Passanten verkauft. Eigenartig sind seine Gamaschen aus Filz, die er über den Schuhen trägt. Neben ihm steht ein durstiger Kunde, vermutlich ein Paschtune. Sein Staub-Mantel und das herabhängende Turban-Ende lassen vermuten, dass er gerade mit dem Bus oder einem Auto in Almar eingetroffen ist.","In the middle of the roadway of one of the access roads to the roundabout in the center of the city of Almar, two men are standing. Seen from the front is a water carrier (saqqao), who belongs to the Hazara ethnic group. If there is no public water supply, he brings water from the spring, a well or reservoir to the houses for a fee. Around the hips lies the typical cushion of the saqqao, on which the moist, filled water bag, which is made from a goat's bellows, rests. Here, however, he carries an unglazed clay jug with water cooled by evaporation on his shoulder, from which he sells drinking water to passers-by. His felt gaiters, which he wears over his shoes, are strange. Next to him is a thirsty customer, presumably a Pashtun. His dust coat and drooping turban end suggest that he has just arrived in Almar by bus or car.","Dupree, N.H. (1992): Clothing xiii. Clothing in Afghanistan. In: Encyclopaedia Iranica, V(8), pp. 811–815.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG77-1.png""^^xsd:anyURI"
22522548,MG77_1	Ein Wasserträger,:EWA76_MG77-1,,,sehr gut,"Hazara Wasserträger, Almar.","Na środku jezdni jednej z dróg dojazdowych do ronda w centrum miasta Almar stoi dwóch mężczyzn. Z przodu widać nosiciela wody (saqqao), który należy do grupy etnicznej Hazarów. Jeśli nie ma publicznego zaopatrzenia w wodę, za opłatą przynosi wodę ze źródła, studni lub zbiornika do domów. Wokół bioder znajduje się typowa poduszka saqqao, na której spoczywa wilgotny, wypełniony worek na wodę, wykonany z miecha kozy. Tutaj jednak niesie na ramieniu nieszkliwiony gliniany dzban z wodą schłodzoną przez parowanie, z której sprzedaje przechodniom wodę pitną. Jego filcowe getry, które nosi na butach, są dziwne. Obok niego stoi spragniony klient, prawdopodobnie Pasztun. Jego płaszcz i opadający turban sugerują, że właśnie przyjechał do Almar autobusem lub samochodem.","Mitten auf der Fahrbahn einer der Zufahrtsstrassen zum Verkehrskreisel im Zentrum der Stadt Almar stehen zwei Männer. Frontal zu sehen ist ein Wasserträger (saqqao), der zur Ethnie der Hazara gehört. Wenn es keine öffentliche Wasserversorgung gibt, bringt er gegen Bezahlung Wasser von der Quelle, einem Brunnen oder Reservoir in die Häuser. Um die Hüften liegt das typische Polster des saqqao, auf dem der feuchte, gefüllte Wassersack lastet, der aus einem Ziegenbalg gefertigt wird. Hier trägt er jedoch einen unglasierten Tonkrug mit durch Verdun-stung gekühltem Wasser auf der Schulter, aus dem er Trinkwasser an Passanten verkauft. Eigenartig sind seine Gamaschen aus Filz, die er über den Schuhen trägt. Neben ihm steht ein durstiger Kunde, vermutlich ein Paschtune. Sein Staub-Mantel und das herabhängende Turban-Ende lassen vermuten, dass er gerade mit dem Bus oder einem Auto in Almar eingetroffen ist.","In the middle of the roadway of one of the access roads to the roundabout in the center of the city of Almar, two men are standing. Seen from the front is a water carrier (saqqao), who belongs to the Hazara ethnic group. If there is no public water supply, he brings water from the spring, a well or reservoir to the houses for a fee. Around the hips lies the typical cushion of the saqqao, on which the moist, filled water bag, which is made from a goat's bellows, rests. Here, however, he carries an unglazed clay jug with water cooled by evaporation on his shoulder, from which he sells drinking water to passers-by. His felt gaiters, which he wears over his shoes, are strange. Next to him is a thirsty customer, presumably a Pashtun. His dust coat and drooping turban end suggest that he has just arrived in Almar by bus or car.","Sammlung Luise von Segnitz, LvS 211 zeigt einen typischen Wasserträger mit Wassersack in Kabul, der jedoch anstelle eines Polsters eine Lederweste trägt.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG77-1.png""^^xsd:anyURI"
22478173,MG77-2 Ein Wasserträger,:EWA76_MG77-2,118 mm,173 mm,sehr gut,"Hazara Wasserträger, Almar.","Na środku jezdni jednej z dróg dojazdowych do ronda w centrum miasta Almar stoi dwóch mężczyzn. Z przodu widać nosiciela wody (saqqao), który należy do grupy etnicznej Hazarów. Jeśli nie ma publicznego zaopatrzenia w wodę, za opłatą przynosi wodę ze źródła, studni lub zbiornika do domów. Wokół bioder znajduje się typowa poduszka saqqao, na której spoczywa wilgotny, wypełniony worek na wodę, wykonany z miecha kozy. Tutaj jednak niesie na ramieniu nieszkliwiony gliniany dzban z wodą schłodzoną przez parowanie, z której sprzedaje przechodniom wodę pitną. Jego filcowe getry, które nosi na butach, są dziwne. Obok niego stoi spragniony klient, prawdopodobnie Pasztun. Jego płaszcz i opadający turban sugerują, że właśnie przyjechał do Almar autobusem lub samochodem.","Mitten auf der Fahrbahn einer der Zufahrtsstrassen zum Verkehrskreisel im Zentrum der Stadt Almar stehen zwei Männer. Frontal zu sehen ist ein Wasserträger (saqqao), der zur Ethnie der Hazara gehört. Wenn es keine öffentliche Wasserversorgung gibt, bringt er gegen Bezahlung Wasser von der Quelle, einem Brunnen oder Reservoir in die Häuser. Um die Hüften liegt das typische Polster des saqqao, auf dem der feuchte, gefüllte Wassersack lastet, der aus einem Ziegenbalg gefertigt wird. Hier trägt er jedoch einen unglasierten Tonkrug mit durch Verdun-stung gekühltem Wasser auf der Schulter, aus dem er Trinkwasser an Passanten verkauft. Eigenartig sind seine Gamaschen aus Filz, die er über den Schuhen trägt. Neben ihm steht ein durstiger Kunde, vermutlich ein Paschtune. Sein Staub-Mantel und das herabhängende Turban-Ende lassen vermuten, dass er gerade mit dem Bus oder einem Auto in Almar eingetroffen ist.","In the middle of the roadway of one of the access roads to the roundabout in the center of the city of Almar, two men are standing. Seen from the front is a water carrier (saqqao), who belongs to the Hazara ethnic group. If there is no public water supply, he brings water from the spring, a well or reservoir to the houses for a fee. Around the hips lies the typical cushion of the saqqao, on which the moist, filled water bag, which is made from a goat's bellows, rests. Here, however, he carries an unglazed clay jug with water cooled by evaporation on his shoulder, from which he sells drinking water to passers-by. His felt gaiters, which he wears over his shoes, are strange. Next to him is a thirsty customer, presumably a Pashtun. His dust coat and drooping turban end suggest that he has just arrived in Almar by bus or car.","Leix, A. (1942): Trachten der Nomaden Turkestans. In: CIBA-Rundschau 54, pp. 1986–2001.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG77-2.png""^^xsd:anyURI"
22478173,MG77-2 Ein Wasserträger,:EWA76_MG77-2,118 mm,173 mm,sehr gut,"Hazara Wasserträger, Almar.","Na środku jezdni jednej z dróg dojazdowych do ronda w centrum miasta Almar stoi dwóch mężczyzn. Z przodu widać nosiciela wody (saqqao), który należy do grupy etnicznej Hazarów. Jeśli nie ma publicznego zaopatrzenia w wodę, za opłatą przynosi wodę ze źródła, studni lub zbiornika do domów. Wokół bioder znajduje się typowa poduszka saqqao, na której spoczywa wilgotny, wypełniony worek na wodę, wykonany z miecha kozy. Tutaj jednak niesie na ramieniu nieszkliwiony gliniany dzban z wodą schłodzoną przez parowanie, z której sprzedaje przechodniom wodę pitną. Jego filcowe getry, które nosi na butach, są dziwne. Obok niego stoi spragniony klient, prawdopodobnie Pasztun. Jego płaszcz i opadający turban sugerują, że właśnie przyjechał do Almar autobusem lub samochodem.","Mitten auf der Fahrbahn einer der Zufahrtsstrassen zum Verkehrskreisel im Zentrum der Stadt Almar stehen zwei Männer. Frontal zu sehen ist ein Wasserträger (saqqao), der zur Ethnie der Hazara gehört. Wenn es keine öffentliche Wasserversorgung gibt, bringt er gegen Bezahlung Wasser von der Quelle, einem Brunnen oder Reservoir in die Häuser. Um die Hüften liegt das typische Polster des saqqao, auf dem der feuchte, gefüllte Wassersack lastet, der aus einem Ziegenbalg gefertigt wird. Hier trägt er jedoch einen unglasierten Tonkrug mit durch Verdun-stung gekühltem Wasser auf der Schulter, aus dem er Trinkwasser an Passanten verkauft. Eigenartig sind seine Gamaschen aus Filz, die er über den Schuhen trägt. Neben ihm steht ein durstiger Kunde, vermutlich ein Paschtune. Sein Staub-Mantel und das herabhängende Turban-Ende lassen vermuten, dass er gerade mit dem Bus oder einem Auto in Almar eingetroffen ist.","In the middle of the roadway of one of the access roads to the roundabout in the center of the city of Almar, two men are standing. Seen from the front is a water carrier (saqqao), who belongs to the Hazara ethnic group. If there is no public water supply, he brings water from the spring, a well or reservoir to the houses for a fee. Around the hips lies the typical cushion of the saqqao, on which the moist, filled water bag, which is made from a goat's bellows, rests. Here, however, he carries an unglazed clay jug with water cooled by evaporation on his shoulder, from which he sells drinking water to passers-by. His felt gaiters, which he wears over his shoes, are strange. Next to him is a thirsty customer, presumably a Pashtun. His dust coat and drooping turban end suggest that he has just arrived in Almar by bus or car.","Dupree, N.H. (1992): Clothing xiii. Clothing in Afghanistan. In: Encyclopaedia Iranica, V(8), pp. 811–815.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG77-2.png""^^xsd:anyURI"
